epoch,train_loss,train_ppl,val_loss,val_ppl,lr,grad_norm,is_best
33,4.792658871315747,120.62166013981482,4.682632578961418,108.05415957378392,0.0004592516169365703,0.6392975083103887,True
34,4.781447882704923,119.27692407665471,4.673926928373792,107.11756058303905,0.00043189189786970524,0.6323811174910745,True
35,4.771295744077271,118.07213415322244,4.669043213878075,106.59570433535244,0.0004047405393540928,0.6313805634592786,True
36,4.760607154241209,116.81683020579054,4.658967221641546,105.52703981511377,0.0003778799991731709,0.6369506192796024,True
37,4.751540545949135,115.76248465599973,4.650627953981194,104.6506807597974,0.00035139185190465364,0.6476199803528963,True
38,4.743300029273294,114.81246168683968,4.649807065860119,104.56480950926615,0.0003253565411812194,0.6199829098619061,True
39,4.734992669041839,113.86262399301783,4.643599902113484,103.91776883569041,0.0002998531353858419,0.6218359970752104,True
40,4.726486059418827,112.8981471301209,4.636944705961171,103.22847194754904,0.00027495908752371096,0.615238340842871,True
41,4.719188394278325,112.07725320499117,4.631476571728311,102.66554528820306,0.0002507500000000002,0.6144571426474018,True
42,4.712405529743069,111.31962074291047,4.625789311597127,102.08331683731112,0.00022729939501784792,0.6108915047881044,True
43,4.705693857102622,110.57498157248223,4.620228538931614,101.51723011793447,0.0002046784912938426,0.6063309166166517,True
44,4.698797256920302,109.81501374374191,4.61854794534465,101.34676419412303,0.00018295598776912113,0.6019395788510641,True
45,4.693002786192882,109.18053387395685,4.612196517509455,100.70510741046046,0.00016219785497294232,0.59915554597054,True
46,4.687595924431219,108.59180284812524,4.607673313713013,100.2506263164715,0.0001424671346723587,0.5965016747698372,True
47,4.681556879889774,107.93798830850629,4.605410907637901,100.02407506255908,0.0001238237484164404,0.5933634712372298,True
48,4.677314097040892,107.48100099745754,4.600935941505545,99.57747072914994,0.00010632431555650148,0.5841560065010447,True
49,4.673278319913738,107.04810575395435,4.599107963929324,99.39561161339324,9.00219812949901e-05,0.5850749249811525,True
50,4.667932626149532,106.47738616771592,4.595803985530925,99.06775257756289,7.496625528525558e-05,0.5787695431414945,True
51,4.6657697492271595,106.24733755951341,4.594032606393245,98.89242136230453,6.120286127235877e-05,0.578084999985165,True
52,4.66308360360229,105.96232470296569,4.59268989700942,98.75972668528206,4.8773598231560076e-05,0.5720299162982423,True
53,4.660539876929097,105.69312803778809,4.591331144342278,98.62562776750455,3.771621342620652e-05,0.5687917899202417,True
54,4.6582730205321194,105.45380824865795,4.590140511140636,98.50827069902677,2.8064287770533003e-05,0.5665945712430978,True
55,4.655985606135113,105.21286736033474,4.58879116605181,98.37543868601676,1.9847133845529364e-05,0.5622006258846801,True
56,4.653969281128932,105.00093775618541,4.587603528507639,98.25867367259043,1.308970687759591e-05,0.5609252533794921,True
57,4.652308609121369,104.8267103454187,4.587500870605079,98.2485871609818,7.812528950340201e-06,0.5573673053288165,True
58,4.651548445875276,104.7470552122933,4.587010336801125,98.20040472631123,4.031626679684233e-06,0.5593119846449958,True
59,4.6513324886872764,104.72443677519333,4.58686055255824,98.185696954562,1.758482541558571e-06,0.5534359268200251,True
60,4.650442376228995,104.63126172362217,4.586711084061945,98.17102238280098,1e-06,0.5560691247751683,True
