epoch,train_loss,val_loss,val_acc,test_loss,test_acc,lr
67,0.9530211642371283,0.7251308693885803,0.8234,0.7126464038848876,0.832,0.00031757766119588015
68,0.920320956548055,0.7226752342224121,0.8256,0.7105699887275696,0.8322,0.00031488701610345464
69,0.9528090852101644,0.7203839298248291,0.8276,0.7086135879516602,0.8326,0.00031216497571746703
70,0.9652699947569106,0.718285289478302,0.8288,0.7066610426902771,0.8333,0.0003094122842165794
71,0.9543044093026055,0.7162936341285706,0.8302,0.7046668774604797,0.8344,0.00030662969415916244
72,0.9188967358059353,0.7144499685287475,0.8294,0.7027221386909485,0.8349,0.0003038179662775541
73,0.900569445461697,0.7127682260513306,0.8308,0.7008243364334107,0.8361,0.0003009778692700821
74,0.9480892773734199,0.7109712117195129,0.8316,0.699188187789917,0.8368,0.0002981101795909102
75,0.9020888455179003,0.7092432039260864,0.8336,0.6978856439590454,0.8378,0.000295215681237763
76,0.9046195971065097,0.7072534826278687,0.833,0.6964111742019653,0.8373,0.00029229516553758877
77,0.9250583200295767,0.705660606765747,0.8344,0.6948689712524414,0.8381,0.0002893494309302188
78,0.902897125169966,0.7043657892227173,0.8342,0.693729167842865,0.8394,0.0002863792827500817
79,0.8917369728353288,0.7028836019515992,0.8362,0.6926109153747558,0.8408,0.0002833855330060334
80,0.8702689414448208,0.7010295978546143,0.8368,0.6911608400344849,0.8409,0.00028036900015936133
81,0.9029941501935324,0.6995090267181396,0.8364,0.689842039012909,0.8418,0.00027733050890002585
82,0.8904486897362603,0.6985216865539551,0.8378,0.6888890619277954,0.8425,0.00027427088992119827
83,0.9161127435896131,0.697510062789917,0.8394,0.6878613793373108,0.8437,0.00027119097969215724
84,0.8542197790781657,0.6965532105445862,0.8408,0.6871426653862,0.8438,0.00026809162022960653
85,0.8568297697491116,0.6957380252838135,0.841,0.686342137336731,0.8454,0.0002649736588674765
86,0.8869557960510254,0.6954180059432984,0.842,0.6855114274978638,0.846,0.00026183794802527076
87,0.8870668207592435,0.6952975184440613,0.844,0.684652341747284,0.8468,0.0002586853449750238
88,0.8651738718138801,0.6954056562423706,0.8444,0.6841713109970092,0.8469,0.0002555167116069309
89,0.8809998250007629,0.6956595494270325,0.8446,0.6839576572418213,0.8484,0.0002523329141937163
90,0.8539004421869913,0.695609139251709,0.8448,0.6836430727958679,0.8491,0.00024913482315380286
91,0.8440392239888509,0.6956888123512268,0.8456,0.6835815493583679,0.8495,0.00024592331281334803
92,0.8642245460775163,0.69611354637146,0.8456,0.6834609387397766,0.8488,0.0002426992611672123
93,0.8359376116434734,0.696824328994751,0.8434,0.6833440127372742,0.8492,0.0002394635496389235
94,0.8346939684285057,0.6969904609680175,0.843,0.6832475545883179,0.85,0.0002362170628397054
95,0.8451563134087456,0.6968653580665588,0.8434,0.6831305372238159,0.8504,0.0002329606883266328
96,0.8216295696258545,0.6966195484161377,0.8446,0.6830010276794434,0.8503,0.00022969531635998284
97,0.8608004567252265,0.6967242990493775,0.8448,0.6832905380249024,0.8507,0.00022642183965984673
98,0.8556357299910652,0.6968510663032532,0.8438,0.6835938369750977,0.8508,0.0002231411531620688
99,0.8112511922518413,0.6972398180007935,0.8444,0.6839694058418274,0.851,0.00021985415377358004
100,0.8285181921641032,0.6977740900039673,0.8458,0.6842516405105591,0.8512,0.00021656174012719292
101,0.821421584086948,0.6973836389541626,0.8456,0.6841178879737854,0.8527,0.00021326481233592364
102,0.7751414408153958,0.6974947058677673,0.8476,0.6842449445724488,0.8526,0.00020996427174691087
103,0.811346880308787,0.6975924413681031,0.8474,0.6843695023536682,0.8536,0.00020666102069499584
104,0.8037943951765696,0.6980756892204285,0.8472,0.6846520012855529,0.8542,0.00020335596225603338
105,0.8024538443247478,0.6984648301124573,0.8472,0.6850324576377869,0.8539,0.00020005
106,0.7972702408578661,0.6989428535461426,0.8476,0.6855916573524475,0.8535,0.00019674403774396662
107,0.8131272360165914,0.699558458328247,0.8478,0.6862099583625794,0.8538,0.00019343897930500424
108,0.8075930597941081,0.6996452219009399,0.848,0.6868126897811889,0.854,0.0001901357282530892
109,0.7792658567534553,0.7001849598884583,0.8486,0.6875844542503357,0.8539,0.00018683518766407636
110,0.7579041093349457,0.700805391216278,0.8486,0.6885428670883179,0.8544,0.00018353825987280716
111,0.7884058751636082,0.7011689021110534,0.8496,0.6893819988250732,0.8553,0.00018024584622641996
112,0.8032261737823486,0.7014861764907837,0.8506,0.6902660126686097,0.855,0.00017695884683793128
113,0.7886066169314915,0.7016740633964539,0.852,0.6912457185745239,0.8551,0.00017367816034015332
114,0.7778430166562398,0.7017282956123352,0.85,0.6923014830589295,0.8552,0.00017040468364001713
115,0.7747701649136014,0.7022600017547608,0.8498,0.6931823456764221,0.8556,0.00016713931167336722
116,0.7778424175474379,0.702716121673584,0.8512,0.6940581700325013,0.856,0.0001638829371602946
117,0.7314873686684502,0.7036061900138855,0.8516,0.6948823654174805,0.8565,0.0001606364503610765
118,0.7382919559107887,0.7045619549751282,0.8516,0.6960079850196839,0.8573,0.00015740073883278781
119,0.7454888559129503,0.7056813152313233,0.8522,0.6972611335754395,0.8567,0.00015417668718665205
120,0.7235279035621219,0.7065611973762512,0.853,0.6984210670471191,0.8569,0.0001509651768461972
121,0.7516657029469808,0.7071626071929932,0.8538,0.6992129676818848,0.8563,0.00014776708580628372
122,0.7356299918068779,0.7079600087165833,0.8534,0.7003834051132202,0.8569,0.0001445832883930692
123,0.7169544172975753,0.7089619349479676,0.8532,0.7016047430038452,0.8568,0.0001414146550249763
124,0.7313760686609481,0.709872805595398,0.8534,0.7027092304229736,0.8569,0.00013826205197472932
125,0.7337550678306156,0.7107510808944703,0.8532,0.703623410987854,0.8569,0.00013512634113252355
126,0.7193047427283393,0.7117430240631103,0.8554,0.7048706611633301,0.8566,0.00013200837977039346
127,0.7165930522706774,0.7125291777610778,0.8554,0.7061391530036927,0.8565,0.00012890902030784286
128,0.7954068118413289,0.7131443302154541,0.8552,0.7069555340766907,0.8569,0.00012582911007880178
129,0.7102952379226685,0.7146151808738709,0.855,0.7083574003219605,0.857,0.0001227694910999742
130,0.6977150590684679,0.7155967208862305,0.8544,0.7093742400169373,0.8572,0.00011973099984063881
131,0.7172702666971419,0.7167859804153442,0.8546,0.7104974534988403,0.8579,0.00011671446699396674
132,0.7238957285563151,0.7176448152542114,0.8548,0.7117122937202454,0.8575,0.00011372071724991838
133,0.7735621450106303,0.7186136474609375,0.8562,0.7127023771286011,0.8571,0.00011075056906978136
134,0.713663681962755,0.7194795854568481,0.856,0.7138011587142944,0.8568,0.00010780483446241143
135,0.7460649631288316,0.7202821905136109,0.8558,0.714642956161499,0.8565,0.00010488431876223715
136,0.7006283651034038,0.7216110031127929,0.8568,0.7154083410263061,0.8561,0.00010198982040908991
137,0.6942965708255768,0.7226722164154052,0.8564,0.7165687315940857,0.8562,9.9122130729918e-05
138,0.709413889169693,0.7242130500793457,0.8564,0.7176233472824096,0.8563,9.628203372244603e-05
139,0.7321140104558733,0.7255717496871948,0.8556,0.7187824533462525,0.8564,9.34703058408377e-05
140,0.6926729759428236,0.7271105838775634,0.8546,0.7201415144920349,0.8557,9.06877157834208e-05
141,0.7095382603592343,0.7292315399169922,0.8554,0.7216328565597534,0.8558,8.793502428253302e-05
142,0.7073196928183237,0.7307783739089966,0.8546,0.7226021160125733,0.8554,8.521298389654545e-05
143,0.6993644725905525,0.7324499101638794,0.854,0.7237601928710937,0.8549,8.252233880412003e-05
144,0.6846897964636485,0.7343896444320679,0.8554,0.7250763818740845,0.8543,7.986382460075915e-05
145,0.701745863893297,0.7357390987396241,0.8558,0.7261614530563355,0.8548,7.723816809770093e-05
146,0.708753358025021,0.7372208227157593,0.855,0.7277460621833801,0.8546,7.464608712321628e-05
147,0.7163655405839284,0.7383176309585572,0.856,0.72910522108078,0.8547,7.208829032636185e-05
148,0.6864463812510172,0.7396483451843262,0.8548,0.7302947823524475,0.8551,6.956547698324248e-05
149,0.7165565452893575,0.7407002267837525,0.8552,0.7313594080924988,0.8552,6.707833680583611e-05
150,0.698524081601037,0.7413390899658203,0.8542,0.732258785533905,0.8555,6.462754975343313e-05
151,0.7145556991948022,0.7421618787765503,0.8534,0.7331694206237793,0.8558,6.221378584674278e-05
152,0.7101945193608602,0.7432426975250244,0.853,0.7339163083076478,0.8556,5.983770498471591e-05
153,0.7140651592254639,0.7440408683776856,0.8532,0.734511402130127,0.8563,5.7499956764135176e-05
154,0.6794468579398261,0.7453922500610352,0.853,0.7352669735908508,0.8563,5.520118030202177e-05
155,0.6942729534467061,0.746581346321106,0.8532,0.7361489874839783,0.8559,5.294200406090734e-05
156,0.6858981208324433,0.7478559230804444,0.8536,0.7371411876678466,0.8561,5.072304567701849e-05
157,0.706109539715449,0.7490963645935058,0.854,0.7381391809463501,0.856,4.854491179142107e-05
158,0.650355790233612,0.7504245519638062,0.8538,0.7389544985771179,0.8559,4.640819788417102e-05
159,0.7194738431082831,0.7517786876678467,0.854,0.7398182401657104,0.856,4.4313488111515644e-05
160,0.6611567948129442,0.7533849212646484,0.8544,0.7408765626907349,0.8554,4.226135514619113e-05
161,0.6755946948210398,0.7549515716552735,0.8526,0.7416041712760926,0.8565,4.025236002085981e-05
162,0.7035032591342926,0.7563122411727905,0.8518,0.7423419257164001,0.8563,3.8287051974729284e-05
163,0.7115373124175601,0.7573150226593017,0.8522,0.7429909776687622,0.8564,3.636596830339587e-05
164,0.687195932202869,0.7582757011413574,0.8522,0.7438135272979737,0.856,3.4489634211953396e-05
165,0.6506813463158078,0.7595249944686889,0.8534,0.7447442594528199,0.8557,3.265856267140742e-05
166,0.747895978058709,0.7604461820602417,0.8534,0.7453404641151429,0.8565,3.087325427843398e-05
167,0.6959653299331665,0.7614613647460937,0.8526,0.7456689678192139,0.8568,2.9134197118521514e-05
168,0.6519216494454277,0.7624974393844605,0.8524,0.7463428488731384,0.8566,2.7441866632533094e-05
169,0.6693020140329997,0.7635646165847778,0.8516,0.7467277235031128,0.8565,2.5796725486725926e-05
170,0.6901364006042481,0.7646584133148193,0.8512,0.747210730266571,0.8566,2.4199223446262527e-05
171,0.6644090402815077,0.7659102653503418,0.8502,0.7478106623649597,0.8561,2.2649797252249813e-05
172,0.6758868930339813,0.7671065113067627,0.8504,0.7484952882766723,0.8565,2.114887050233834e-05
173,0.7194320615079668,0.7680290391921997,0.8508,0.749047988986969,0.8567,1.9696853534914885e-05
174,0.6779174642562866,0.7688778345108033,0.8522,0.7494993714332581,0.8561,1.8294143316919995e-05
175,0.6842321494473351,0.7695893892288208,0.8522,0.7500045614242554,0.8557,1.694112333532129e-05
176,0.741776267751058,0.7701570568084717,0.8532,0.7504837361335754,0.8557,1.5638163492271914e-05
